Identifier,Value,Field,Value,,
AAPL 09/20/14 P363.0,LAST_IMPVOL,90,
AAPL 09/20/14 P366.0,LAST_IMPVOL,70,
AAPL 09/20/14 P369.0,LAST_IMPVOL,65,
AAPL 09/20/14 P372.0,LAST_IMPVOL,53,
AAPL 09/20/14 P375.0,LAST_IMPVOL,42,
AAPL 09/20/14 P378.0,LAST_IMPVOL,37,
AAPL 09/20/14 P381.0,LAST_IMPVOL,34,
AAPL 09/20/14 P384.0,LAST_IMPVOL,32,
AAPL 09/20/14 P387.0,LAST_IMPVOL,32,
AAPL 09/20/14 P390.0,LAST_IMPVOL,33,
AAPL 09/20/14 P393.0,LAST_IMPVOL,36,
AAPL 09/20/14 P396.0,LAST_IMPVOL,39,
AAPL 09/20/14 P399.0,LAST_IMPVOL,42,
AAPL 09/20/14 P402.0,LAST_IMPVOL,47,
AAPL 09/20/14 P405.0,LAST_IMPVOL,54,
AAPL 09/20/14 P408.0,LAST_IMPVOL,64,
AAPL 09/20/14 P411.0,LAST_IMPVOL,78,
AAPL 09/20/14 P414.0,LAST_IMPVOL,89,
AAPL 09/20/14 P417.0,LAST_IMPVOL,99,
AAPL 09/20/14 P420.0,LAST_IMPVOL,120,
AAPL 10/18/14 C363.0,LAST_IMPVOL,90,
AAPL 10/18/14 C366.0,LAST_IMPVOL,70,
AAPL 10/18/14 C369.0,LAST_IMPVOL,65,
AAPL 10/18/14 C372.0,LAST_IMPVOL,53,
AAPL 10/18/14 C375.0,LAST_IMPVOL,42,
AAPL 10/18/14 C378.0,LAST_IMPVOL,37,
AAPL 10/18/14 C381.0,LAST_IMPVOL,34,
AAPL 10/18/14 C384.0,LAST_IMPVOL,32,
AAPL 10/18/14 C387.0,LAST_IMPVOL,32,
AAPL 10/18/14 C390.0,LAST_IMPVOL,33,
AAPL 10/18/14 C393.0,LAST_IMPVOL,36,
AAPL 10/18/14 C396.0,LAST_IMPVOL,39,
AAPL 10/18/14 C399.0,LAST_IMPVOL,42,
AAPL 10/18/14 C402.0,LAST_IMPVOL,47,
AAPL 10/18/14 C405.0,LAST_IMPVOL,54,
AAPL 10/18/14 C408.0,LAST_IMPVOL,64,
AAPL 10/18/14 C411.0,LAST_IMPVOL,78,
AAPL 10/18/14 C414.0,LAST_IMPVOL,89,
AAPL 10/18/14 C417.0,LAST_IMPVOL,99,
AAPL 10/18/14 C420.0,LAST_IMPVOL,120,
AAPL 10/18/14 P363.0,LAST_IMPVOL,90,
AAPL 10/18/14 P366.0,LAST_IMPVOL,70,
AAPL 10/18/14 P369.0,LAST_IMPVOL,65,
AAPL 10/18/14 P372.0,LAST_IMPVOL,53,
AAPL 10/18/14 P375.0,LAST_IMPVOL,42,
AAPL 10/18/14 P378.0,LAST_IMPVOL,37,
AAPL 10/18/14 P381.0,LAST_IMPVOL,34,
AAPL 10/18/14 P384.0,LAST_IMPVOL,32,
AAPL 10/18/14 P387.0,LAST_IMPVOL,32,
AAPL 10/18/14 P390.0,LAST_IMPVOL,33,
AAPL 10/18/14 P393.0,LAST_IMPVOL,36,
AAPL 10/18/14 P396.0,LAST_IMPVOL,39,
AAPL 10/18/14 P399.0,LAST_IMPVOL,42,
AAPL 10/18/14 P402.0,LAST_IMPVOL,47,
AAPL 10/18/14 P405.0,LAST_IMPVOL,54,
AAPL 10/18/14 P408.0,LAST_IMPVOL,64,
AAPL 10/18/14 P411.0,LAST_IMPVOL,78,
AAPL 10/18/14 P414.0,LAST_IMPVOL,89,
AAPL 10/18/14 P417.0,LAST_IMPVOL,99,
AAPL 10/18/14 P420.0,LAST_IMPVOL,120,
AAPL 11/22/14 C363.0,LAST_IMPVOL,90,
AAPL 11/22/14 C366.0,LAST_IMPVOL,70,
AAPL 11/22/14 C369.0,LAST_IMPVOL,65,
AAPL 11/22/14 C372.0,LAST_IMPVOL,53,
AAPL 11/22/14 C375.0,LAST_IMPVOL,42,
AAPL 11/22/14 C378.0,LAST_IMPVOL,37,
AAPL 11/22/14 C381.0,LAST_IMPVOL,34,
AAPL 11/22/14 C384.0,LAST_IMPVOL,32,
AAPL 11/22/14 C387.0,LAST_IMPVOL,32,
AAPL 11/22/14 C390.0,LAST_IMPVOL,33,
AAPL 11/22/14 C393.0,LAST_IMPVOL,36,
AAPL 11/22/14 C396.0,LAST_IMPVOL,39,
AAPL 11/22/14 C399.0,LAST_IMPVOL,42,
AAPL 11/22/14 C402.0,LAST_IMPVOL,47,
AAPL 11/22/14 C405.0,LAST_IMPVOL,54,
AAPL 11/22/14 C408.0,LAST_IMPVOL,64,
AAPL 11/22/14 C411.0,LAST_IMPVOL,78,
AAPL 11/22/14 C414.0,LAST_IMPVOL,89,
AAPL 11/22/14 C417.0,LAST_IMPVOL,99,
AAPL 11/22/14 C420.0,LAST_IMPVOL,120,
AAPL 11/22/14 P363.0,LAST_IMPVOL,90,
AAPL 11/22/14 P366.0,LAST_IMPVOL,70,
AAPL 11/22/14 P369.0,LAST_IMPVOL,65,
AAPL 11/22/14 P372.0,LAST_IMPVOL,53,
AAPL 11/22/14 P375.0,LAST_IMPVOL,42,
AAPL 11/22/14 P378.0,LAST_IMPVOL,37,
AAPL 11/22/14 P381.0,LAST_IMPVOL,34,
AAPL 11/22/14 P384.0,LAST_IMPVOL,32,
AAPL 11/22/14 P387.0,LAST_IMPVOL,32,
AAPL 11/22/14 P390.0,LAST_IMPVOL,33,
AAPL 11/22/14 P393.0,LAST_IMPVOL,36,
AAPL 11/22/14 P396.0,LAST_IMPVOL,39,
AAPL 11/22/14 P399.0,LAST_IMPVOL,42,
AAPL 11/22/14 P402.0,LAST_IMPVOL,47,
AAPL 11/22/14 P405.0,LAST_IMPVOL,54,
AAPL 11/22/14 P408.0,LAST_IMPVOL,64,
AAPL 11/22/14 P411.0,LAST_IMPVOL,78,
AAPL 11/22/14 P414.0,LAST_IMPVOL,89,
AAPL 11/22/14 P417.0,LAST_IMPVOL,99,
AAPL 11/22/14 P420.0,LAST_IMPVOL,120,
AAPL 12/20/14 C363.0,LAST_IMPVOL,90,
AAPL 12/20/14 C366.0,LAST_IMPVOL,70,
AAPL 12/20/14 C369.0,LAST_IMPVOL,65,
AAPL 12/20/14 C372.0,LAST_IMPVOL,53,
AAPL 12/20/14 C375.0,LAST_IMPVOL,42,
AAPL 12/20/14 C378.0,LAST_IMPVOL,37,
AAPL 12/20/14 C381.0,LAST_IMPVOL,34,
AAPL 12/20/14 C384.0,LAST_IMPVOL,32,
AAPL 12/20/14 C387.0,LAST_IMPVOL,32,
AAPL 12/20/14 C390.0,LAST_IMPVOL,33,
AAPL 12/20/14 C393.0,LAST_IMPVOL,36,
AAPL 12/20/14 C396.0,LAST_IMPVOL,39,
AAPL 12/20/14 C399.0,LAST_IMPVOL,42,
AAPL 12/20/14 C402.0,LAST_IMPVOL,47,
AAPL 12/20/14 C405.0,LAST_IMPVOL,54,
AAPL 12/20/14 C408.0,LAST_IMPVOL,64,
AAPL 12/20/14 C411.0,LAST_IMPVOL,78,
AAPL 12/20/14 C414.0,LAST_IMPVOL,89,
AAPL 12/20/14 C417.0,LAST_IMPVOL,99,
AAPL 12/20/14 C420.0,LAST_IMPVOL,120,
AAPL 12/20/14 P363.0,LAST_IMPVOL,90,
AAPL 12/20/14 P366.0,LAST_IMPVOL,70,
AAPL 12/20/14 P369.0,LAST_IMPVOL,65,
AAPL 12/20/14 P372.0,LAST_IMPVOL,53,
AAPL 12/20/14 P375.0,LAST_IMPVOL,42,
AAPL 12/20/14 P378.0,LAST_IMPVOL,37,
AAPL 12/20/14 P381.0,LAST_IMPVOL,34,
AAPL 12/20/14 P384.0,LAST_IMPVOL,32,
AAPL 12/20/14 P387.0,LAST_IMPVOL,32,
AAPL 12/20/14 P390.0,LAST_IMPVOL,33,
AAPL 12/20/14 P393.0,LAST_IMPVOL,36,
AAPL 12/20/14 P396.0,LAST_IMPVOL,39,
AAPL 12/20/14 P399.0,LAST_IMPVOL,42,
AAPL 12/20/14 P402.0,LAST_IMPVOL,47,
AAPL 12/20/14 P405.0,LAST_IMPVOL,54,
AAPL 12/20/14 P408.0,LAST_IMPVOL,64,
AAPL 12/20/14 P411.0,LAST_IMPVOL,78,
AAPL 12/20/14 P414.0,LAST_IMPVOL,89,
AAPL 12/20/14 P417.0,LAST_IMPVOL,99,
AAPL 12/20/14 P420.0,LAST_IMPVOL,1,
#Government,bonds,,,,
T 2 1/2 11/30/17,LAST_YIELD,0.012325
T 2 3/4 12/15/17,LAST_YIELD,0.011325
T 2 5/8 04/30/18,LAST_YIELD,0.01445
T 2 3/4 02/15/19,LAST_YIELD,0.017375
T 3 3/8 11/15/19,LAST_YIELD,0.018425
T 3 1/8 15/05/21,LAST_YIELD,0.02455
T 4 1/4 05/15/39,LAST_YIELD,0.0289
T 3 7/8 08/15/40,LAST_YIELD,0.03125
USB000000006,LAST_YIELD,0.0005,,,
USB000000012,LAST_YIELD,0.001,,,
USB000000018,LAST_YIELD,0.0026,,,
UST000000002,LAST_YIELD,0.0041,,,
UST000000003,LAST_YIELD,0.0086,,,
UST000000004,LAST_YIELD,0.012,,,
UST000000005,LAST_YIELD,0.0166,,,
UST000000006,LAST_YIELD,0.0189,,,
UST000000007,LAST_YIELD,0.0221,,,
UST000000008,LAST_YIELD,0.0234,,,
UST000000009,LAST_YIELD,0.0247,,,
UST000000010,LAST_YIELD,0.0263,,,
UST000000011,LAST_YIELD,0.0267,,,
UST000000012,LAST_YIELD,0.0271,,,
UST000000013,LAST_YIELD,0.0275,,,
UST000000014,LAST_YIELD,0.0279,,,
UST000000015,LAST_YIELD,0.0281,,,
UST000000016,LAST_YIELD,0.0284,,,
UST000000017,LAST_YIELD,0.0294,,,
UST000000018,LAST_YIELD,0.0299,,,
UST000000019,LAST_YIELD,0.0306,,,
UST000000020,LAST_YIELD,0.0316,,,
UST000000021,LAST_YIELD,0.0317,,,
UST000000022,LAST_YIELD,0.0319,,,
UST000000023,LAST_YIELD,0.0321,,,
UST000000024,LAST_YIELD,0.0323,,,
UST000000025,LAST_YIELD,0.0326,,,
UST000000026,LAST_YIELD,0.0328,,,
UST000000027,LAST_YIELD,0.0331,,,
UST000000028,LAST_YIELD,0.0334,,,
UST000000029,LAST_YIELD,0.0337,,,
UST000000030,LAST_YIELD,0.0341,,,
UST000000031,LAST_YIELD,0.0342,,,
